DSACH03PHARM32.ad.unc.edu. 1200 IN      A       152.2.179.138
DSACH03PHARM33.ad.unc.edu. 1200 IN      A       152.2.179.77 
DSACH03PHARM35.ad.unc.edu. 1200 IN      A       152.2.179.214
DSACH03PHARM36.ad.unc.edu. 1200 IN      A       152.2.179.188
DSACH03PHARM39.ad.unc.edu. 1200 IN      A       152.2.179.228
DSACH03PHARM44.ad.unc.edu. 1200 IN      A       152.2.179.115
DSACH03PHARM50.ad.unc.edu. 1200 IN      A       152.2.179.116
DSACH03PHARM51.ad.unc.edu. 1200 IN      A       152.2.179.208
DSACH04PHARM01.ad.unc.edu. 1200 IN      A       152.2.179.188
DSACH04PHARM03.ad.unc.edu. 1200 IN      A       152.2.179.172
DSACH04STLGEVNS.ad.unc.edu. 1200 IN     A       152.2.179.219
DSACH05STLGEVNS.ad.unc.edu. 1200 IN     A       152.2.179.226
DSACH06STLGEVNS.ad.unc.edu. 1200 IN     A       152.2.179.182
DSACH07MSGBOARD.ad.unc.edu. 1200 IN     A       152.2.179.45 
DSACH08STLGEVNS.ad.unc.edu. 1200 IN     A       152.2.179.212
DSACH09STLGEVNS.ad.unc.edu. 1200 IN     A       152.2.179.136
DSACH0PHARMCSOS.ad.unc.edu. 1200 IN     A       152.2.179.152
DSACH100ACESBAC.ad.unc.edu. 1200 IN     A       152.2.179.148
DSACH100ACESCNS.ad.unc.edu. 1200 IN     A       152.2.179.68 
DSACH100BGREENC.ad.unc.edu. 1200 IN     A       152.2.179.83 
DSACH100CDGREEN.ad.unc.edu. 1200 IN     A       152.2.179.40 
DSACH100CLINIC1.ad.unc.edu. 1200 IN     A       152.2.179.117
DSACH100CLINIC3.ad.unc.edu. 1200 IN     A       152.2.179.172
DSACH100dcole2.ad.unc.edu. 1200 IN      A       152.2.179.181
DSACH100NSG2NEW.ad.unc.edu. 1200 IN     A       152.2.179.78 
DSACH100NSGBAC.ad.unc.edu. 1200 IN      A       152.2.179.170
DSACH100NSGBACK.ad.unc.edu. 1200 IN     A       152.2.179.170
DSACH100NSGCRTN.ad.unc.edu. 1200 IN     A       152.2.179.79 
DSACH100NSGDSK.ad.unc.edu. 1200 IN      A       152.2.179.230
DSACH100NSGFNT1.ad.unc.edu. 1200 IN     A       152.2.179.238
DSACH100NSGMDON.ad.unc.edu. 1200 IN     A       152.2.179.194
DSACH101BLUE1.ad.unc.edu. 1200  IN      A       152.2.179.145
DSACH101GUARDUS.ad.unc.edu. 1200 IN     A       152.2.179.73 
DSACH101Securit.ad.unc.edu. 1200 IN     A       152.2.179.203
DSACH103smeadows.ad.unc.edu. 1200 IN    A       152.2.179.132
DSACH105CL1DSK2.ad.unc.edu. 1200 IN     A       152.2.179.151
DSACH105CLN1NA2.ad.unc.edu. 1200 IN     A       152.2.179.179
DSACH112srcohen.ad.unc.edu. 1200 IN     A       152.2.179.218
DSACH113TCHAI.ad.unc.edu. 1200  IN      A       152.2.179.116
DSACH114CL1JGP.ad.unc.edu. 1200 IN      A       152.2.179.154
DSACH116CL1SL.ad.unc.edu. 1200  IN      A       152.2.179.135
DSACH116DECOLE7.ad.unc.edu. 1200 IN     A       152.2.179.211
DSACH117CHELMIN.ad.unc.edu. 1200 IN     A       152.2.179.185
DSACH117TCHAI.ad.unc.edu. 1200  IN      A       152.2.179.97 
DSACH118chelmins.ad.unc.edu. 1200 IN    A       152.2.179.92 
DSACH118CL1ANC.ad.unc.edu. 1200 IN      A       152.2.179.157
DSACH11OnCallMD.ad.unc.edu. 1200 IN     A       152.2.179.112
DSACH121CLN2NA2.ad.unc.edu. 1200 IN     A       152.2.179.137
DSACH121NA2CLN2.ad.unc.edu. 1200 IN     A       152.2.179.169
DSACH122-Prvdr2.ad.unc.edu. 1200 IN     A       152.2.179.164
DSACH122C2PtRep.ad.unc.edu. 1200 IN     A       152.2.179.166
DSACH122ClinChk.ad.unc.edu. 1200 IN     A       152.2.179.141
DSACH122PENOCHM.ad.unc.edu. 1200 IN     A       152.2.179.141
DSACH122PRVDR3.ad.unc.edu. 1200 IN      A       152.2.179.163
DSACH122PRVDR4.ad.unc.edu. 1200 IN      A       152.2.179.237
DSACH123CL2DK01.ad.unc.edu. 1200 IN     A       152.2.179.111
DSACH123CL2DK02.ad.unc.edu. 1200 IN     A       152.2.179.140
DSACH123CL2DSK2.ad.unc.edu. 1200 IN     A       152.2.179.180
DSACH123CL2KLT2.ad.unc.edu. 1200 IN     A       152.2.179.180
DSACH123womble.ad.unc.edu. 1200 IN      A       152.2.179.82 
DSACH125mcamaren.ad.unc.edu. 1200 IN    A       152.2.179.242
DSACH127PATREFS.ad.unc.edu. 1200 IN     A       152.2.179.117
DSACH127PtRefer.ad.unc.edu. 1200 IN     A       152.2.179.117
DSACH129CL2PVDR.ad.unc.edu. 1200 IN     A       152.2.179.112
DSACH129LOVE.ad.unc.edu. 1200   IN      A       152.2.179.144
DSACH130CL2MV.ad.unc.edu. 1200  IN      A       152.2.179.133
DSACH130MVIMM74.ad.unc.edu. 1200 IN     A       152.2.179.169
DSACH133CL2BV.ad.unc.edu. 1200  IN      A       152.2.179.241
DSACH133CL2TSC.ad.unc.edu. 1200 IN      A       152.2.179.162
DSACH133VUKOSON.ad.unc.edu. 1200 IN     A       152.2.179.234
DSACH134CL2CM.ad.unc.edu. 1200  IN      A       152.2.179.183
DSACH135CMCCABE.ad.unc.edu. 1200 IN     A       152.2.179.155
DSACH139CL3DSK1.ad.unc.edu. 1200 IN     A       152.2.179.142
DSACH139CL3DSK2.ad.unc.edu. 1200 IN     A       152.2.179.164
DSACH139CLIN3A.ad.unc.edu. 1200 IN      A       152.2.179.122
DSACH139CLN3NA1.ad.unc.edu. 1200 IN     A       152.2.179.231
DSACH140FJSLT07.ad.unc.edu. 1200 IN     A       152.2.179.219
DSACH140MCAMARE.ad.unc.edu. 1200 IN     A       152.2.179.159
DSACH146GAGLION.ad.unc.edu. 1200 IN     A       152.2.179.176
DSACH146KGAGLION.ad.unc.edu. 1200 IN    A       152.2.179.237
DSACH147CL3DKP.ad.unc.edu. 1200 IN      A       152.2.179.130
DSACH147dpatel.ad.unc.edu. 1200 IN      A       152.2.179.85 
DSACH148PATEL.ad.unc.edu. 1200  IN      A       152.2.179.121
DSACH14STLGEVNS.ad.unc.edu. 1200 IN     A       152.2.179.119
DSACH150CHSECG.ad.unc.edu. 1200 IN      A       152.2.179.160
DSACH150CL3DDD.ad.unc.edu. 1200 IN      A       152.2.179.122
DSACH150DECHOW7.ad.unc.edu. 1200 IN     A       152.2.179.157
DSACH150GenMed.ad.unc.edu. 1200 IN      A       152.2.179.76 
DSACH151CL3SH.ad.unc.edu. 1200  IN      A       152.2.179.218
DSACH151EKARVAZY.ad.unc.edu. 1200 IN    A       152.2.179.208
DSACH152SpiTria.ad.unc.edu. 1200 IN     A       152.2.179.84 
DSACH156-C-LBAC.ad.unc.edu. 1200 IN     A       152.2.179.114
DSACH156-C-LBacti.ad.unc.edu. 1200 IN   A       152.2.179.125
DSACH156-Lab.ad.unc.edu. 1200   IN      A       152.2.179.8  
DSACH156CINTECW.ad.unc.edu. 1200 IN     A       152.2.179.7  
DSACH156D-MRANK.ad.unc.edu. 1200 IN     A       152.2.179.63 
DSACH156D-mrankin.ad.unc.edu. 1200 IN   A       152.2.179.40 
DSACH156LABBILL.ad.unc.edu. 1200 IN     A       152.2.179.201
DSACH156LABCORP.ad.unc.edu. 1200 IN     A       152.2.179.51 
DSACH157PTIME.ad.unc.edu. 1200  IN      A       152.2.179.241
DSACH157SAUSTIN.ad.unc.edu. 1200 IN     A       152.2.179.171
DSACH158ATRIAGE.ad.unc.edu. 1200 IN     A       152.2.179.113
DSACH158KDARNEL.ad.unc.edu. 1200 IN     A       152.2.179.70 
DSACH158KRROBER.ad.unc.edu. 1200 IN     A       152.2.179.161
DSACH158NSGIMM1.ad.unc.edu. 1200 IN     A       152.2.179.104
DSACH158NSGIMM2.ad.unc.edu. 1200 IN     A       152.2.179.209
DSACH158NSGSPVR.ad.unc.edu. 1200 IN     A       152.2.179.97 
DSACH158SUPRNSG.ad.unc.edu. 1200 IN     A       152.2.179.122
DSACH158XRAYLD.ad.unc.edu. 1200 IN      A       152.2.179.230
DSACH159SMCLMGR.ad.unc.edu. 1200 IN     A       152.2.179.159
DSACH160MEDTRAN.ad.unc.edu. 1200 IN     A       152.2.179.227
DSACH160SPTMDRN.ad.unc.edu. 1200 IN     A       152.2.179.181
DSACH161SMEDPRY.ad.unc.edu. 1200 IN     A       152.2.179.73 
DSACH161SMFELLO.ad.unc.edu. 1200 IN     A       152.2.179.207
DSACH163KWAICUS.ad.unc.edu. 1200 IN     A       152.2.179.111
DSACH163SM1KMW.ad.unc.edu. 1200 IN      A       152.2.179.102
DSACH163WAICUS7.ad.unc.edu. 1200 IN     A       152.2.179.118
DSACH167evanss2.ad.unc.edu. 1200 IN     A       152.2.179.207
DSACH167TRNSCRB.ad.unc.edu. 1200 IN     A       152.2.179.202
DSACH168CIOCCA7.ad.unc.edu. 1200 IN     A       152.2.179.220
DSACH168SM1MFC.ad.unc.edu. 1200 IN      A       152.2.179.193
DSACH171BREBECCA.ad.unc.edu. 1200 IN    A       152.2.179.219
DSACH171CKRALLE.ad.unc.edu. 1200 IN     A       152.2.179.133
DSACH171CNURSIN.ad.unc.edu. 1200 IN     A       152.2.179.97 
DSACH171CSMFINA.ad.unc.edu. 1200 IN     A       152.2.179.240
DSACH173ORTHOMD.ad.unc.edu. 1200 IN     A       152.2.179.145
DSACH174OrthoMD.ad.unc.edu. 1200 IN     A       152.2.179.88 
DSACH175brickne.ad.unc.edu. 1200 IN     A       152.2.179.137
DSACH175TBRICKN.ad.unc.edu. 1200 IN     A       152.2.179.45 
DSACH180HIMDSK.ad.unc.edu. 1200 IN      A       152.2.179.71 
DSACH180HIMIMM.ad.unc.edu. 1200 IN      A       152.2.179.216
DSACH182ACTRLC2.ad.unc.edu. 1200 IN     A       152.2.179.237
DSACH182ACTRLCK.ad.unc.edu. 1200 IN     A       152.2.179.196
DSACH182AEOC.ad.unc.edu. 1200   IN      A       152.2.179.39 
DSACH182AEOCADM.ad.unc.edu. 1200 IN     A       152.2.179.245
DSACH182CntlCK1.ad.unc.edu. 1200 IN     A       152.2.179.112
DSACH182CNTLCK2.ad.unc.edu. 1200 IN     A       152.2.179.109
DSACH182CTLCHK1.ad.unc.edu. 1200 IN     A       152.2.179.125
DSACH182CTLCHK2.ad.unc.edu. 1200 IN     A       152.2.179.185
DSACH182CTLCK1Q.ad.unc.edu. 1200 IN     A       152.2.179.78 
DSACH182ROSEGRE.ad.unc.edu. 1200 IN     A       152.2.179.226
DSACH183CGarris.ad.unc.edu. 1200 IN     A       152.2.179.104
DSACH183HIMSTU.ad.unc.edu. 1200 IN      A       152.2.179.218
DSACH183HWOODIE.ad.unc.edu. 1200 IN     A       152.2.179.144
DSACH183SPTMDMC.ad.unc.edu. 1200 IN     A       152.2.179.131
DSACH183WOODIE2.ad.unc.edu. 1200 IN     A       152.2.179.71 
DSACH184CGARRIS.ad.unc.edu. 1200 IN     A       152.2.179.97 
DSACH184CSCARTER.ad.unc.edu. 1200 IN    A       152.2.179.142
DSACH184HIMWOOD.ad.unc.edu. 1200 IN     A       152.2.179.212
DSACH184mgibson.ad.unc.edu. 1200 IN     A       152.2.179.221
DSACH187HIMCARR.ad.unc.edu. 1200 IN     A       152.2.179.102
DSACH188BENVIRO.ad.unc.edu. 1200 IN     A       152.2.179.197
DSACH18STLGEVNS.ad.unc.edu. 1200 IN     A       152.2.179.83 
DSACH200SMNUTRI.ad.unc.edu. 1200 IN     A       152.2.179.180
DSACH202CATSWIN.ad.unc.edu. 1200 IN     A       152.2.179.209
DSACH202SWINNEY.ad.unc.edu. 1200 IN     A       152.2.179.200
DSACH203accting.ad.unc.edu. 1200 IN     A       152.2.179.215
DSACH204PTACCTS.ad.unc.edu. 1200 IN     A       152.2.179.242
DSACH204vapple.ad.unc.edu. 1200 IN      A       152.2.179.242
DSACH205HEATHER.ad.unc.edu. 1200 IN     A       152.2.179.237
DSACH205HUMRES2.ad.unc.edu. 1200 IN     A       152.2.179.207
DSACH207CAPPTS1.ad.unc.edu. 1200 IN     A       152.2.179.168
DSACH207CAPPTS3.ad.unc.edu. 1200 IN     A       152.2.179.203
DSACH207CAPPTS4.ad.unc.edu. 1200 IN     A       152.2.179.110
DSACH207CAPPTS5.ad.unc.edu. 1200 IN     A       152.2.179.120
DSACH207CntrlAp.ad.unc.edu. 1200 IN     A       152.2.179.143
DSACH208INSREP1.ad.unc.edu. 1200 IN     A       152.2.179.108
DSACH208INSREP2.ad.unc.edu. 1200 IN     A       152.2.179.160
DSACH208KDORAN.ad.unc.edu. 1200 IN      A       152.2.179.32 
DSACH209MGMORG.ad.unc.edu. 1200 IN      A       152.2.179.55 
DSACH209MGMORGA.ad.unc.edu. 1200 IN     A       152.2.179.55 
DSACH210KimMcCo.ad.unc.edu. 1200 IN     A       152.2.179.139
DSACH211ATTAFT.ad.unc.edu. 1200 IN      A       152.2.179.57 
DSACH211SFLEENO.ad.unc.edu. 1200 IN     A       152.2.179.61 
DSACH211SHANNAF.ad.unc.edu. 1200 IN     A       152.2.179.136
DSACH211SHANNFL.ad.unc.edu. 1200 IN     A       152.2.179.61 
DSACH212-KLM.ad.unc.edu. 1200   IN      A       152.2.179.121
dsach212chsitdi.ad.unc.edu. 1200 IN     A       152.2.179.105
DSACH212Citrix.ad.unc.edu. 1200 IN      A       152.2.179.190
DSACH212DISPATCH.ad.unc.edu. 1200 IN    A       152.2.179.178
DSACH212eCW2.ad.unc.edu. 1200   IN      A       152.2.179.212
DSACH212eCW3.ad.unc.edu. 1200   IN      A       152.2.179.159
DSACH212ECW3IT.ad.unc.edu. 1200 IN      A       152.2.179.65 
DSACH212ECW4IT.ad.unc.edu. 1200 IN      A       152.2.179.68 
DSACH212ECW5IT.ad.unc.edu. 1200 IN      A       152.2.179.67 
DSACH212ITDIT5000.ad.unc.edu. 1200 IN   A       152.2.179.103
DSACH212KLM3.ad.unc.edu. 1200   IN      A       152.2.179.104
DSACH212KLM7.ad.unc.edu. 1200   IN      A       152.2.179.12 
DSACH212LQW500.ad.unc.edu. 1200 IN      A       152.2.179.115
DSACH212New22.ad.unc.edu. 1200  IN      A       152.2.179.22 
DSACH212NewBld3.ad.unc.edu. 1200 IN     A       152.2.179.177
DSACH212NEWSAIT.ad.unc.edu. 1200 IN     A       152.2.179.22 
DSACH212QROMANA.ad.unc.edu. 1200 IN     A       152.2.179.70 
DSACH212T60LOAN.ad.unc.edu. 1200 IN     A       152.2.179.111
DSACH216ACCTDMS.ad.unc.edu. 1200 IN     A       152.2.179.186
DSACH216ACCTDST.ad.unc.edu. 1200 IN     A       152.2.179.227
DSACH216ACCTJ.ad.unc.edu. 1200  IN      A       152.2.179.169
DSACH216ACCTJH.ad.unc.edu. 1200 IN      A       152.2.179.169
DSACH216ACCTSM.ad.unc.edu. 1200 IN      A       152.2.179.243
DSACH216CMS1500.ad.unc.edu. 1200 IN     A       152.2.179.204
DSACH216DSTANTO.ad.unc.edu. 1200 IN     A       152.2.179.146
DSACH216PtAcRep.ad.unc.edu. 1200 IN     A       152.2.179.39 
DSACH216PTACTIN.ad.unc.edu. 1200 IN     A       152.2.179.116
DSACH216sfrye.ad.unc.edu. 1200  IN      A       152.2.179.80 
DSACH216Sharon.ad.unc.edu. 1200 IN      A       152.2.179.224
DSACH216V10ECW.ad.unc.edu. 1200 IN      A       152.2.179.69 
DSACH218ADRASST.ad.unc.edu. 1200 IN     A       152.2.179.246
DSACH218EXECDIR.ad.unc.edu. 1200 IN     A       152.2.179.76 
DSACH219NSGDIR.ad.unc.edu. 1200 IN      A       152.2.179.213
DSACH21CHSTECH.ad.unc.edu. 1200 IN      A       152.2.179.21 
DSACH220JGPOTTE.ad.unc.edu. 1200 IN     A       152.2.179.191
DSACH221phuff.ad.unc.edu. 1200  IN      A       152.2.179.169
DSACH222Admin2.ad.unc.edu. 1200 IN      A       152.2.179.158
DSACH222ROBERTJ.ad.unc.edu. 1200 IN     A       152.2.179.93 
DSACH223ADMNMGR.ad.unc.edu. 1200 IN     A       152.2.179.177
DSACH223MDIAZ.ad.unc.edu. 1200  IN      A       152.2.179.244
DSACH223PRACMAN.ad.unc.edu. 1200 IN     A       152.2.179.177
DSACH223PRACMGR.ad.unc.edu. 1200 IN     A       152.2.179.83 
DSACH224CAPS.ad.unc.edu. 1200   IN      A       152.2.179.240
DSACH224kmadams.ad.unc.edu. 1200 IN     A       152.2.179.173
DSACH225ACAPSMH.ad.unc.edu. 1200 IN     A       152.2.179.90 
DSACH225ACWSAOD.ad.unc.edu. 1200 IN     A       152.2.179.118
DSACH225AWell.ad.unc.edu. 1200  IN      A       152.2.179.177
DSACH226JEFRANC.ad.unc.edu. 1200 IN     A       152.2.179.137
DSACH227LCCONF.ad.unc.edu. 1200 IN      A       152.2.179.199
DSACH232PREVEN2.ad.unc.edu. 1200 IN     A       152.2.179.164
DSACH232Prevent.ad.unc.edu. 1200 IN     A       152.2.179.147
DSACH232VPREVEN.ad.unc.edu. 1200 IN     A       152.2.179.75 
DSACH232WELCARE.ad.unc.edu. 1200 IN     A       152.2.179.106
DSACH232WELRICH.ad.unc.edu. 1200 IN     A       152.2.179.155
DSACH233HEMEET.ad.unc.edu. 1200 IN      A       152.2.179.147
DSACH234egustke.ad.unc.edu. 1200 IN     A       152.2.179.87 
DSACH236CWSMASS.ad.unc.edu. 1200 IN     A       152.2.179.158
DSACH238AALEACH.ad.unc.edu. 1200 IN     A       152.2.179.148
DSACH238AAntoni.ad.unc.edu. 1200 IN     A       152.2.179.80 
DSACH238BWELL02.ad.unc.edu. 1200 IN     A       152.2.179.225
DSACH238D1WELLN.ad.unc.edu. 1200 IN     A       152.2.179.236
DSACH238D2WELLN.ad.unc.edu. 1200 IN     A       152.2.179.216
DSACH238D3WELLN.ad.unc.edu. 1200 IN     A       152.2.179.231
DSACH238DrErik.ad.unc.edu. 1200 IN      A       152.2.179.87 
DSACH238DWELL02.ad.unc.edu. 1200 IN     A       152.2.179.122
DSACH238DWELL03.ad.unc.edu. 1200 IN     A       152.2.179.82 
DSACH238DWELL04.ad.unc.edu. 1200 IN     A       152.2.179.95 
DSACH238DWELL05.ad.unc.edu. 1200 IN     A       152.2.179.189
DSACH238Dwell2.ad.unc.edu. 1200 IN      A       152.2.179.215
DSACH238Dwell3.ad.unc.edu. 1200 IN      A       152.2.179.245
DSACH240BSTORER.ad.unc.edu. 1200 IN     A       152.2.179.253
DSACH241FLANNER.ad.unc.edu. 1200 IN     A       152.2.179.73 
DSACH241MATERIA.ad.unc.edu. 1200 IN     A       152.2.179.173
dsach241sflanne.ad.unc.edu. 1200 IN     A       152.2.179.137
DSACH241sflannery.ad.unc.edu. 1200 IN   A       152.2.179.145
DSACH301bethdav.ad.unc.edu. 1200 IN     A       152.2.179.69 
DSACH301JMHOLME.ad.unc.edu. 1200 IN     A       152.2.179.174
DSACH301JMWILLI.ad.unc.edu. 1200 IN     A       152.2.179.99 
DSACH301MARIEW.ad.unc.edu. 1200 IN      A       152.2.179.174
DSACH301MGRCLNI.ad.unc.edu. 1200 IN     A       152.2.179.120
DSACH301MHEXTRA.ad.unc.edu. 1200 IN     A       152.2.179.154
DSACH301MTQ.ad.unc.edu. 1200    IN      A       152.2.179.202
DSACH301PARTEST.ad.unc.edu. 1200 IN     A       152.2.179.163
DSACH301PsytIn5.ad.unc.edu. 1200 IN     A       152.2.179.190
DSACH301RIPPE.ad.unc.edu. 1200  IN      A       152.2.179.93 
DSACH304DBSNIPE.ad.unc.edu. 1200 IN     A       152.2.179.120
DSACH305CAPSTX.ad.unc.edu. 1200 IN      A       152.2.179.109
DSACH305CWS.ad.unc.edu. 1200    IN      A       152.2.179.184
DSACH305WELLNS.ad.unc.edu. 1200 IN      A       152.2.179.109
DSACH306CAPSPHD.ad.unc.edu. 1200 IN     A       152.2.179.233
DSACH307DJDARNE.ad.unc.edu. 1200 IN     A       152.2.179.243
DSACH307djdarnel.ad.unc.edu. 1200 IN    A       152.2.179.176
DSACH308MAWINDL.ad.unc.edu. 1200 IN     A       152.2.179.101
DSACH309CLINMGR.ad.unc.edu. 1200 IN     A       152.2.179.85 
DSACH309GMARTIN.ad.unc.edu. 1200 IN     A       152.2.179.166
DSACH309gmartin1.ad.unc.edu. 1200 IN    A       152.2.179.166
DSACH310DEVETTA.ad.unc.edu. 1200 IN     A       152.2.179.206
DSACH310dholman.ad.unc.edu. 1200 IN     A       152.2.179.191
DSACH310MSDIAZ.ad.unc.edu. 1200 IN      A       152.2.179.168
DSACH311MEETING.ad.unc.edu. 1200 IN     A       152.2.179.223
DSACH312CAPSPRC.ad.unc.edu. 1200 IN     A       152.2.179.232
DSACH312CHECS1.ad.unc.edu. 1200 IN      A       152.2.179.96 
DSACH314CHECS2.ad.unc.edu. 1200 IN      A       152.2.179.135
DSACH315DERM2.ad.unc.edu. 1200  IN      A       152.2.179.146
DSACH315DERMA2.ad.unc.edu. 1200 IN      A       152.2.179.202
DSACH316DERMATO.ad.unc.edu. 1200 IN     A       152.2.179.113
DSACH316WMNHLTH.ad.unc.edu. 1200 IN     A       152.2.179.237
DSACH317BYUHASZ.ad.unc.edu. 1200 IN     A       152.2.179.164
DSACH317WMNH1BY.ad.unc.edu. 1200 IN     A       152.2.179.149
DSACH317yuhasz.ad.unc.edu. 1200 IN      A       152.2.179.74 
DSACH319AWHRN.ad.unc.edu. 1200  IN      A       152.2.179.190
DSACH319WHDESK.ad.unc.edu. 1200 IN      A       152.2.179.157
DSACH319WHDSK2.ad.unc.edu. 1200 IN      A       152.2.179.138
DSACH319WHDSK3.ad.unc.edu. 1200 IN      A       152.2.179.138
DSACH319WMSHLTH.ad.unc.edu. 1200 IN     A       152.2.179.182
DSACH322MNICKER.ad.unc.edu. 1200 IN     A       152.2.179.229
DSACH322WHNA2.ad.unc.edu. 1200  IN      A       152.2.179.229
DSACH324Cschlegel.ad.unc.edu. 1200 IN   A       152.2.179.128
DSACH324WMNH2NA.ad.unc.edu. 1200 IN     A       152.2.179.105
DSACH325BWHEXM.ad.unc.edu. 1200 IN      A       152.2.179.133
DSACH325Csmwalker.ad.unc.edu. 1200 IN   A       152.2.179.195
DSACH325WMNH1SW.ad.unc.edu. 1200 IN     A       152.2.179.113
DSACH326CWHEXRM.ad.unc.edu. 1200 IN     A       152.2.179.184
DSACH327CMULTI.ad.unc.edu. 1200 IN      A       152.2.179.190
DSACH327WH.ad.unc.edu.  1200    IN      A       152.2.179.134
DSACH328CAPSTX.ad.unc.edu. 1200 IN      A       152.2.179.179
DSACH328CPSYCHI.ad.unc.edu. 1200 IN     A       152.2.179.109
DSACH328CSCHMIT.ad.unc.edu. 1200 IN     A       152.2.179.183
DSACH328Cschmitzs.ad.unc.edu. 1200 IN   A       152.2.179.183
DSACH329B-LCSW.ad.unc.edu. 1200 IN      A       152.2.179.90 
DSACH329BINTERN.ad.unc.edu. 1200 IN     A       152.2.179.245
DSACH329BVIDWAN.ad.unc.edu. 1200 IN     A       152.2.179.118
DSACH329CMLMUR.ad.unc.edu. 1200 IN      A       152.2.179.193
DSACH329Cmlmurphy.ad.unc.edu. 1200 IN   A       152.2.179.134
DSACH330BCAPSIN.ad.unc.edu. 1200 IN     A       152.2.179.167
DSACH330BINTERN.ad.unc.edu. 1200 IN     A       152.2.179.94 
DSACH330BPSYINT.ad.unc.edu. 1200 IN     A       152.2.179.94 
DSACH330CALEACH.ad.unc.edu. 1200 IN     A       152.2.179.198
DSACH330PsyInt2.ad.unc.edu. 1200 IN     A       152.2.179.171
DSACH330PSYINT7.ad.unc.edu. 1200 IN     A       152.2.179.94 
DSACH331BCAPSIN.ad.unc.edu. 1200 IN     A       152.2.179.153
DSACH331BPSYINT.ad.unc.edu. 1200 IN     A       152.2.179.187
DSACH331CKRAKAU.ad.unc.edu. 1200 IN     A       152.2.179.220
DSACH332BINTPSY.ad.unc.edu. 1200 IN     A       152.2.179.115
DSACH336Abmwillis.ad.unc.edu. 1200 IN   A       152.2.179.139
DSACH336ACHRTRM.ad.unc.edu. 1200 IN     A       152.2.179.88 
DSACH336ACWSSTF.ad.unc.edu. 1200 IN     A       152.2.179.99 
DSACH336CAPS001.ad.unc.edu. 1200 IN     A       152.2.179.75 
DSACH336CAPS002.ad.unc.edu. 1200 IN     A       152.2.179.141
DSACH336CAPS003.ad.unc.edu. 1200 IN     A       152.2.179.86 
DSACH336CWS001.ad.unc.edu. 1200 IN      A       152.2.179.155
